"id","titulo","categ","operacion","tipo_inmueble","precio","moneda","condicion","barrio","departamento","direccion","zip","lat","long","terraza","baulera","biblio","cocina","comedor","depserv","dormsuite","entrepiso","escritorio","estar","lavadero","livingcomedor","living","patio","playroom","toilette","vestidor","aircond","calefacc","tenis","asc_serv","estacionam_cortesia","gym","guarderia","internet","jardin","kitchenette","lavadero_2","losa_rad","parrillero","piscina","sala_reuniones","spa","salon_comunal","seguridad","jacuzzi","tipo_inmueble_2","operacion_2","amoblado","banos","ap_ppiso","dormitorios","tipo_edif","estado","expensas","luminosidad","sup_constru","sup_terr","orientacion","antiguedad","altillo","bodega","galeria","sotano","alarma","futbol","estufa_lena","porton_electr","garage","tipo_ubicacion","num_plantas","agua_corr","gas_caneria","luz_electr","acceso","disposicion","horario_contacto","apto_profesional","condicion_2","aircond_pamb","calefacc_pamb","estacionamiento","mascotas","ambientes","ascensores","capacidad_personas","pisos_edificio","casco","casa_casero","antig_casco","estado_casco","galpones","tanque_agua","desag_cloaca","pavimento","alarma_2","deposito","sist_incendio","vestuario","localizacion_local","balcon","comedor_diario","bar","caja_seg","golf","paddle","pileta","sauna","solarium","salon_comunal_2","quincho","basquet","volley","hogar_lena","salamandra","vigilancia","sup_contru_2","amb_casco","recepcion","cobertura_techo","tipo_cochera","mes","dia","ano","fuente"
"MLU450566865","Pent House. Muy Luminoso. Sol. Cerca Del Centro.servicios","MLU1474","Venta","Apartamentos",110000,"USD","used","Cord<f3>n","Montevideo","a pasos de OSE 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"3","Departamento","Bueno","3500","Muy buena",57,77,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobre calle",NA,NA,NA,NA,NA,NA,"0900 a 1900",NA,NA,"No","No",NA,NA,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450682216","Casa En Venta En Ituzaing<f3>","MLU1468","Venta","Casas",50000,"USD","not_specified","Ituzaing<f3>","Montevideo","Luis Galvani 4975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"2",NA,"2","Casa",NA,NA,NA,80,140,NA,"Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450882608","Apartamento En Venta En Parque Batlle","MLU1474","Venta","Apartamentos",85000,"USD","not_specified","Parque Batlle","Montevideo","Excelente Ideal Renta Francisco Simon Y Av Italia 0",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,NA,NA,45,45,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450853290","Vendo Casa En Curva De Maro<f1>as .","MLU1468","Venta","Casas",90000,"USD","used","Maro<f1>as. Curva","Montevideo","Alferez Real y timoteo aparicio 2521",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","S<ed>","S<ed>","S<ed>","S<ed>","No","No","No","S<ed>","No","No",NA,NA,"No",NA,"No","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa","Bueno",NA,"Muy buena",220,440,"Este","M<e1>s de 40 a<f1>os","No","No","No","No","S<ed>","No","S<ed>","No","S<ed>","Sobre calle","1",NA,NA,NA,NA,NA,"14 a 22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450738582","Hermosa Casa Reciclada. Parque Rod<f3> (cord<f3>n Soho)","MLU1468","Venta","Casas",230000,"USD","used","Parque Rod<f3>","Montevideo","Joaqu<ed>n Requena esquina Charr<fa>a 1204",NA,NA,NA,"S<ed>","S<ed>","No","S<ed>","S<ed>","No","S<ed>","No","No","No","No","S<ed>","No","S<ed>","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"3","Casa","Muy bueno",NA,"Muy buena",110,110,NA,"Max 20 a<f1>os","No","No","No","No","S<ed>","No","S<ed>","No","No","Sobre calle","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450635632","Apartamento En Venta Belvedere.. Nuevo Paris  2 Dormitorios","MLU1474","Venta","Apartamentos",49000,"USD","not_specified","Belvedere","Montevideo","Apartamenot 2 dormitorios Ideal renta Cocina y Ba<f1>o nuevo pronto para ocupar o alquilar !! 0",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","4","2","Departamento","Muy bueno",NA,"Muy buena",48,48,"Frente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450796513","Apartamento En El Mejor Lugar De Malv<ed>n","MLU1474","Venta","Apartamentos",298000,"USD","used","Malvin","Montevideo","Rambla Rep<fa>blica de Chile 4410",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"2",NA,"3","Departamento",NA,NA,NA,100,1000,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451366700","Apartamento En Venta Barrio Buceo Sur","MLU1474","Venta","Apartamentos",98000,"USD","not_specified","Buceo","Montevideo","Andres Aguiar 1659  esquina Ram<f3>n Anador 1659",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","S<ed>","No","No","No","No","S<ed>","S<ed>","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","1","1","Departamento",NA,NA,"Muy buena",37,37,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450639511","Casa Zona De Sanatorios - U Catolica - Baj<f3>","MLU1468","Venta","Casas",150000,"USD","used","La Blanqueada","Montevideo","MATEO VIDAL 1111",NA,NA,NA,"No","No","No","S<ed>","No","No","S<ed>","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"2","Casa","Regular",NA,"Muy buena",110,110,"Oeste","Max 30 a<f1>os","No","No","No","No","No","No","No","No","S<ed>","Sobre calle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU436085712","Venta De Apartamento Monoambiente A Estrenar En Cord<f3>n","MLU1474","Venta","Apartamentos",83700,"USD","used","Cord<f3>n","Montevideo","Tacuaremb<f3> esq Guayabos 0",NA,NA,NA,"S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1","2","No tiene","Departamento","Excelente",NA,"Muy buena",25,47,"Contrafrente","A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,"1",NA,NA,"M<e1>s de 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450750061","A Estrenar - 1 Dormitorio - Patio Y Opci<f3>n Garaje","MLU1474","Venta","Apartamentos",103000,"USD","used","Cord<f3>n","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"1",NA,"1","Otro tipo","Bueno",NA,NA,52,52,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tiene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU436085154","Venta Con Renta Apto. 1 D. Pocitos. Nuevo! Piso 4","MLU1474","Venta","Apartamentos",155000,"USD","used","Pocitos","Montevideo","Obligado y Av. Brasil 00",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","S<ed>","No","No","Apartamentos","Venta",NA,"1","2","1","Departamento","Excelente",NA,"Muy buena",41,55,"Contrafrente","A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450728676","Imperdible. De Lo Que No Queda En El Mercado!!!","MLU1474","Venta","Apartamentos",137000,"USD","used","Bella Vista","Montevideo","IMPERDIBLE!!! 2 DORMITORIOS!!! GARAGE OPCIONAL!!!! M<c1>S DE 4 AMBIENTES!!!! G. COM  DE $500. CONTRIB BAJ<cd>SIMA. M<c1>S DE 40 L<cd>NEAS DE BUS A 1 CUADRA. EN AGRACIADA Y SU<c1>REZ. TODOS LOS SERVICIOS. A 5 MINUTOS DEL CENTRO!!!  3445",NA,NA,NA,"S<ed>","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","1","2","Departamento","Excelente","$500","Muy buena",70,0,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450727863","Casa En Venta En Parque Rod<f3>","MLU1468","Venta","Casas",295000,"USD","not_specified","Parque Rod<f3>","Montevideo","San Salvador 2210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"2",NA,"2","Casa",NA,NA,NA,110,200,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451051625","La Paz Y F. Crespo. Reciclado. Seguro Y Tranquilo  P/entrar.","MLU1474","Venta","Apartamentos",79000,"USD","used","Cord<f3>n","Montevideo","La Paz entre F. Crespo y A. Grande 0",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"3","Departamento",NA,"0",NA,65,65,NA,"Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450708115","Excelente Casa En Cerrito Pronta Para Entrar","MLU1468","Venta","Casas",98000,"USD","not_specified","Cerrito","Montevideo","Cerrito Muy buena casa 3 dormitorios 000",NA,NA,NA,"No","No","No","No","S<ed>","No","No","No","No","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","S<ed>",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa","Excelente",NA,NA,90,200,"Sur","Max 20 a<f1>os","No","No","No","No","No","No","No","No",NA,"Sobre calle","2",NA,NA,NA,NA,NA,"13 a 18:30hs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450247207","Llave Local Gastron<f3>mico","MLU1483","Venta","Locales",13500,"USD","used","Pocitos","Montevideo","Sarmiento 2593",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Locales","Venta",NA,"1",NA,NA,NA,"Excelente",NA,NA,20,20,NA,"Max 10 a<f1>os",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450796981","Casa Barrio Nuevo Ellauri","MLU1468","Venta","Casas",35000,"USD","used","Otras","Montevideo","Enrique Ballesteros 1111",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,48,75,NA,"Max 20 a<f1>os","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451138268","Casa En La Blanqueada. Pr<f3>x. A Cansttat Y Bvar. Batlle Y O.","MLU1468","Venta","Casas",165000,"USD","used","La Blanqueada","Montevideo","Pr<f3>x. a Canstatt y Bvar. Batlle y Ord<f3><f1>ez 0000",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No",NA,NA,"No",NA,"No","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"3","Casa","Bueno",NA,"Muy buena",125,143,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","S<ed>","No","S<ed>","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450934950","Apartamento En Pleno Centro. Excelente Estado Y Comodidad","MLU1474","Venta","Apartamentos",125000,"USD","used","Centro","Montevideo","EJIDO Y 18 DE JULIO 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","4","1","Departamento","Muy bueno","2200","Muy buena",40,40,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451068361","Casa En Venta En Jacinto Vera .la Comecial","MLU1468","Venta","Casas",94000,"USD","not_specified","Jacinto Vera","Montevideo","Cufr Esquina Garibaldi Ph De Altos 3 Dormitorios 0",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","S<ed>","No","S<ed>","S<ed>","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa",NA,NA,NA,100,100,NA,"M<e1>s de 40 a<f1>os","S<ed>","No","No","No","No","No","S<ed>","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451285738","Euskalerria 71 Planta Baja","MLU1474","Venta","Apartamentos",60000,"USD","used","Malvin Norte","Montevideo","Castelar y Pir<e1>n 4460",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","Apartamentos","Venta","No","1","4","2","Departamento","Bueno",NA,"Buena",47,47,"Frente","M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Otro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450647071","Taller Chapa Y Pintura... Vendo!!!","MLU1483","Venta","Locales",27000,"USD","used","Uni<f3>n","Montevideo","Juan Francisco Martinez  3562",NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Locales","Venta",NA,"2",NA,NA,NA,"Bueno",NA,"Muy buena",490,490,NA,"Max 5 a<f1>os",NA,NA,NA,NA,"S<ed>",NA,NA,NA,"S<ed>",NA,"2","S<ed>","No","S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","S<ed>","S<ed>","S<ed>","A la calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450577250","Apartamento En Venta 1 Dormitorio Ideal Renta","MLU1474","Venta","Apartamentos",54000,"USD","not_specified","Villa Espa<f1>ola","Montevideo","El Cairo esquina Centenario 1 dormitorio ideal renta  0",NA,NA,NA,"No","No","No","S<ed>","No","No","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1","5","1","PH","Excelente","800","Muy buena",40,40,"Lateral","Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450807888","Orden De Venta.!! Casa 3 Domitorios. 2 Ba<f1>os. 2 Cocinas.","MLU1468","Venta","Casas",180000,"USD","used","La Blanqueada","Montevideo","MARIANO MORENO ESQUINA CADIZ 0000",NA,NA,NA,"S<ed>","No","S<ed>","S<ed>","S<ed>","No","No","No","S<ed>","S<ed>","No","S<ed>","S<ed>","S<ed>","No","S<ed>","No","S<ed>","No","No",NA,NA,"No",NA,"S<ed>","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"S<ed>","No","Casas","Venta",NA,"2",NA,"3","Duplex","Excelente",NA,"Muy buena",150,150,"Norte","Max 20 a<f1>os","No","No","S<ed>","No","No","No","S<ed>","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451378702","Venta Av.italia 2979 Entrega U$s 60000 Y Saldo A Convenir!!!","MLU1474","Venta","Apartamentos",60000,"USD","not_specified","Parque Batlle","Montevideo","Av. Italia. esq. Gral las heras 2979",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","5","2","PH","Excelente",NA,"Muy buena",64,800,"Interno","Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barrio cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451500464","Al Frente. Excelente Metraje Y Terminaciones","MLU1474","Venta","Apartamentos",128000,"USD","used","La Blanqueada","Montevideo","IGNACIO NU<d1>EZ 0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,NA,NA,75,0,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451466228","Apartamento 2 Dormitorios. 1 Ba<f1>o. Segundo Piso Por Escalera","MLU1474","Venta","Apartamentos",93000,"USD","used","Villa Mu<f1>oz","Montevideo","Marcelino Berthelot 0000",NA,NA,NA,"S<ed>","No","No","S<ed>","No","No","No","No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta","No","1","2","2","Departamento","Bueno","554","Muy buena",39,39,"Frente","Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"No","Sobre calle",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No tiene",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
