"id","titulo","categ","operacion","tipo_inmueble","precio","moneda","condicion","barrio","departamento","direccion","zip","lat","long","terraza","baulera","biblio","cocina","comedor","depserv","dormsuite","entrepiso","escritorio","estar","lavadero","livingcomedor","living","patio","playroom","toilette","vestidor","aircond","calefacc","tenis","asc_serv","estacionam_cortesia","gym","guarderia","internet","jardin","kitchenette","lavadero_2","losa_rad","parrillero","piscina","sala_reuniones","spa","salon_comunal","seguridad","jacuzzi","tipo_inmueble_2","operacion_2","amoblado","banos","ap_ppiso","dormitorios","tipo_edif","estado","expensas","luminosidad","sup_constru","sup_terr","orientacion","antiguedad","altillo","bodega","galeria","sotano","alarma","futbol","estufa_lena","porton_electr","garage","tipo_ubicacion","num_plantas","agua_corr","gas_caneria","luz_electr","acceso","disposicion","horario_contacto","apto_profesional","condicion_2","aircond_pamb","calefacc_pamb","estacionamiento","mascotas","ambientes","ascensores","capacidad_personas","pisos_edificio","casco","casa_casero","antig_casco","estado_casco","galpones","tanque_agua","desag_cloaca","pavimento","alarma_2","deposito","sist_incendio","vestuario","localizacion_local","balcon","comedor_diario","bar","caja_seg","golf","paddle","pileta","sauna","solarium","salon_comunal_2","quincho","basquet","volley","hogar_lena","salamandra","vigilancia","sup_contru_2","amb_casco","recepcion","cobertura_techo","tipo_cochera","mes","dia","ano","fuente"
"MLU451184701","Traspaso Local De Fiestas & Eventos. Pizzeria Y Pub","MLU1483","Venta","Locales",23000,"USD","used","Prado","Montevideo","BURGUES 3381",NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","S<ed>",NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,"Locales","Venta",NA,"2",NA,NA,NA,"Excelente",NA,"Muy buena",300,400,NA,"Max 5 a<f1>os",NA,NA,NA,NA,"S<ed>",NA,NA,NA,"No",NA,"2","S<ed>","No","S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","S<ed>","S<ed>","No","A la calle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451077006","Casa Av Centenario Y Av Italia","MLU1468","Venta","Casas",3e+05,"USD","used","La Blanqueada","Montevideo","Av centenario   2822",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"4","Casa",NA,NA,NA,800,850,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451044397","Casa En Venta En Cerro","MLU1468","Venta","Casas",22000,"USD","not_specified","Cerro","Montevideo","pensamiento  3464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,85,85,NA,"Max 05 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451072468","Casa En Venta En Col<f3>n","MLU1468","Venta","Casas",58000,"USD","not_specified","Col<f3>n","Montevideo","Aparicio Saravia  5785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"2",NA,"3","Duplex",NA,NA,NA,55,55,NA,"Max 20 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451234736","Chacra Con Casa En L<ed>mite Con Montevideo","MLU1492","Venta","Campos",160000,"USD","used","Toledo Chico","Montevideo","RUTA 66 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campos","Venta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ripio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451474421","Apartamento Dos Dormitorios. A Estrenar","MLU1474","Venta","Apartamentos",45000,"USD","used","Brazo Oriental","Montevideo","Luis Alberto de Herrera esquina La bandeira  3626",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,NA,NA,70,78,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451174833","Vendo Llave De Local","MLU1483","Venta","Locales",15000,"USD","used","Montevideo","Montevideo","Molinos de Raffo Esq. Ariel 796",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Locales","Venta",NA,"1",NA,NA,NA,"Bueno",NA,NA,1000,1000,NA,"Max 20 a<f1>os",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"S<ed>","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","S<ed>","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451320284","Buena. Hogar. Terraza. Fondo C/parrillero. Garagex2. Azotea","MLU1468","Venta","Casas",198000,"USD","used","Uni<f3>n","Montevideo","A PSOS DE 8 DE OCTUBRE. EVANGELICO. ESCUELAS 1688",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"2",NA,"3","Casa","Excelente",NA,"Muy buena",202,150,"Este","M<e1>s de 40 a<f1>os","No","No","No","No","No","No","No","No","S<ed>","Sobre calle","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451354891","Casa En Venta En Otras","MLU1468","Venta","Casas",1,"UYU","not_specified","Otras","Montevideo","camino Uruguay a 2 cuadras de C. mayo Guti<e9>rrez  2992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,1,1,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451354891","Casa En Venta En Otras","MLU1468","Venta","Casas",1,"UYU","not_specified","Otras","Montevideo","camino Uruguay a 2 cuadras de C. mayo Guti<e9>rrez  2992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,1,1,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451348937","Supermercado - Almac<e9>n En Venta En Pocitos","MLU50632","Venta","Llave de Negocio",6500,"USD","not_specified","Pocitos","Montevideo","21 de setiembre 2923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Llave de Negocio","Venta",NA,"1",NA,NA,NA,NA,NA,NA,30,39,NA,"Max 20 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451203335","Apartamento 1 Dormitorio C/garage A 2 De Rambla","MLU1474","Venta","Apartamentos",225000,"USD","used","Villa Biarritz","Montevideo","21 de Setiembre 3074",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"1","Departamento",NA,NA,NA,38,38,NA,"Max 05 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451236927","Casa En Venta En Sayago","MLU1468","Venta","Casas",68000,"USD","not_specified","Sayago","Montevideo","H<e9>ctor supisis sedes y ariel 975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"4","Casa",NA,NA,NA,110,465,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451384375","Apartamento A Estrenar","MLU1474","Venta","Apartamentos",60000,"USD","used","Belvedere","Montevideo","Carlos Mar<ed>a de Pena  47",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","PH",NA,NA,NA,48,55,NA,"A estrenar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451064110","Pr<f3>x. Plaza Varela .muy Buena Planta Para Vivienda U Oficina","MLU1474","Venta","Apartamentos",245000,"USD","used","Parque Rod<f3>","Montevideo","Canelones y Cassinoni 0000",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"4",NA,"4","Departamento",NA,NA,NA,178,190,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451450939","Casa En Venta En Arroyo Seco","MLU1468","Venta","Casas",130000,"USD","not_specified","Arroyo Seco","Montevideo","Tapes 971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"3",NA,"M<e1>s de 4","Casa",NA,NA,NA,130,130,NA,"M<e1>s de 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451346753","Casa En Venta En Col<f3>n","MLU1468","Venta","Casas",320000,"UYU","not_specified","Col<f3>n","Montevideo","Pasaje la torre solar 21  21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,90,250,NA,"Max 10 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451283772","Casa En Venta En Otras","MLU1468","Venta","Casas",50000,"USD","not_specified","Otras","Montevideo","av . de las instrucciones  2732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,NA,140,360,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451219920","Terreno En Venta","MLU1495","Venta","Terrenos",25000,"USD","used","Col<f3>n","Montevideo","Servidumbre esquina Cno Manuel Fortet 0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrenos","Venta",NA,NA,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sobre calle",NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451231973","Llave De Carnicer<ed>a En Venta","MLU50632","Venta","Llave de Negocio",7000,"USD","used","Reducto","Montevideo","Av. Millan 2799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Llave de Negocio","Venta",NA,"1",NA,NA,NA,NA,NA,NA,80,80,NA,"Max 10 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451364163","Terreno 1200 M2","MLU1495","Venta","Terrenos",120000,"USD","used","Las Acacias","Montevideo","CHAPICUY esq. TORRICELLI 3970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrenos","Venta",NA,NA,NA,NA,NA,NA,NA,NA,80,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU450971814","Euskalerria 70 Block 29","MLU1474","Venta","Apartamentos",80000,"USD","not_specified","Malvin","Montevideo","hipolito hirigoyen esquina igua 4519",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","S<ed>","No","No","No","S<ed>","No","No","S<ed>","S<ed>","No","No","No","S<ed>","No","No","No","S<ed>","S<ed>","No","Apartamentos","Venta",NA,"1","1","1","Departamento","Excelente","1900","Muy buena",48,48,"Frente","Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,"S<ed>","Barrio cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tiene",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451439287","Terreno En Venta En La Teja","MLU1495","Venta","Terrenos",30000,"USD","not_specified","La Teja","Montevideo","ameghino 4662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrenos","Venta",NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451055497","Apartamento En Venta En Centro","MLU1474","Venta","Apartamentos",138000,"USD","not_specified","Centro","Montevideo","Soriano  1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apartamentos","Venta",NA,"2",NA,"3","Departamento",NA,NA,NA,100,1000,NA,"Max 30 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451195067","Apartamento 2 Dormitorios.1 Ba<f1>o.en Complejo Vicman. 1 Piso","MLU1474","Venta","Apartamentos",87,"USD","used","Malvin Norte","Montevideo","Camino carrasco 4490",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Apartamentos","Venta",NA,"1",NA,"2","Departamento",NA,NA,NA,75,75,NA,"Max 40 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451286130","Local En Venta En Pocitos Nuevo","MLU1483","Venta","Locales",1,"UYU","not_specified","Pocitos Nuevo","Montevideo","1 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locales","Venta",NA,"1",NA,NA,NA,"Excelente",NA,NA,60,54,NA,"Max 5 a<f1>os",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451134457","Casa En Venta","MLU1468","Venta","Casas",17000,"USD","used","Paso de la Arena","Montevideo","las palmeras  077",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa",NA,NA,NA,84,380,NA,"En construcci<f3>n","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451439747","Casa De Dos Dormitorios","MLU1468","Venta","Casas",79000,"USD","used","Paso de la Arena","Montevideo","Camino de las chimeneas y tomkinson 0000",NA,NA,NA,"No","No","No","S<ed>","S<ed>","No","No","No","No","No","No","S<ed>","No","S<ed>","No","No","No","S<ed>","No","No",NA,NA,"No",NA,"No","S<ed>",NA,NA,NA,"S<ed>","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"2","Casa",NA,NA,"Muy buena",100,1000,NA,"M<e1>s de 40 a<f1>os","No","No","No","No","No","No","No","No","No","Sobre calle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451312427","Casa En Ciudad Del Plata","MLU1468","Venta","Casas",20,"USD","used","Santiago V<e1>zquez","Montevideo","malaca  7514",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"4","Casa",NA,NA,NA,70,600,NA,"Max 20 a<f1>os","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
"MLU451475173","Casa 3 Dorm.. Esquina. Jard<ed>n Y Azotea Amplia. Impecable","MLU1468","Venta","Casas",1e+05,"USD","used","Cerrito","Montevideo","Pr<f3>xima a Santa Ana y Gral Flores 3554",NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"No",NA,"No","No",NA,NA,NA,"No","No",NA,NA,NA,"No","No","Casas","Venta",NA,"1",NA,"3","Casa",NA,NA,NA,90,180,NA,"Max 30 a<f1>os","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"febrero",23,2018,"meli"
